"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.769352321E1,-1.869015706E-1,1.590536798E0,4.166603082E-1,1.654794644E0
2.770356921E1,-8.134587944E-2,1.884394467E0,6.206233232E-1,1.985631630E0
2.771361621E1,-1.761160889E-1,1.998407571E0,7.656472814E-1,2.147292588E0
2.772366221E1,-3.663286453E-1,1.877890025E0,8.463065515E-1,2.092104778E0
2.773370921E1,-7.036860913E-1,1.725539652E0,7.458327486E-1,2.007218895E0
2.774375521E1,-1.398896205E0,2.104509977E0,4.850658609E-1,2.573161815E0
2.775380121E1,-2.057307159E0,3.017546854E0,4.651695402E-1,3.681641545E0
2.776384821E1,-2.345383102E0,3.756143746E0,5.962756634E-1,4.468219154E0
2.777389421E1,-2.455268072E0,4.164292263E0,7.029638140E-1,4.885061870E0
2.778394121E1,-2.356914250E0,4.069461535E0,9.832226144E-1,4.804403051E0
2.779398721E1,-1.820237940E0,4.270401101E0,4.809755143E-1,4.667004303E0
2.780403321E1,-8.301897249E-1,4.725994509E0,-3.143796426E-1,4.808645718E0
2.781408021E1,2.869795901E-1,4.763444172E0,-5.378357396E-1,4.802293717E0
2.782412592E1,8.894611958E-1,4.431815827E0,-5.252326510E-1,4.550604585E0
2.783417292E1,1.486651802E0,3.500077801E0,-8.438689935E-1,3.895226960E0
2.784421892E1,2.237379767E0,2.180198675E0,-1.010484819E0,3.283323629E0
2.785426492E1,2.790264997E0,1.018526495E0,-8.464447651E-1,3.088598989E0
2.786431192E1,3.309672579E0,4.257416189E-1,-5.172774410E-1,3.376797959E0
2.787435792E1,3.935594795E0,3.803759962E-1,-4.857381445E-1,3.983658348E0
2.788440392E1,4.347481144E0,3.389584136E-1,-4.717767477E-1,4.386121111E0
2.789445092E1,4.382341074E0,6.401590168E-2,-4.612454007E-1,4.407012440E0
2.790449692E1,4.004087617E0,-4.020779371E-1,-5.145953963E-1,4.056993066E0
2.791454392E1,3.337347158E0,-9.135561097E-1,-6.005009345E-1,3.511847404E0
2.792458992E1,2.625953852E0,-1.142109736E0,-8.351513066E-1,2.982872103E0
2.793463592E1,2.018916680E0,-1.095877556E0,-9.740291834E-1,2.495136275E0
2.794468292E1,1.600372399E0,-1.046462737E0,-9.795091939E-1,2.148421359E0
2.795472892E1,1.364039052E0,-1.059840581E0,-9.398890454E-1,1.966534010E0
2.796477592E1,1.367193333E0,-9.757336468E-1,-7.955780089E-1,1.858552697E0
2.797482192E1,1.420630598E0,-7.335086453E-1,-7.192695057E-1,1.753161387E0
2.798486792E1,1.365108800E0,-5.264523071E-1,-7.535681033E-1,1.645763943E0
2.799491492E1,1.118658747E0,-5.232299066E-1,-7.672833323E-1,1.453922501E0
2.800496092E1,7.645018119E-1,-6.756627256E-1,-6.608376950E-1,1.215602566E0
2.801500692E1,4.886773936E-1,-9.405532891E-1,-6.138904736E-1,1.224870441E0
2.802505392E1,2.934773085E-1,-1.205364915E0,-6.465324819E-1,1.398941657E0
2.803509992E1,1.544375369E-1,-1.362250974E0,-7.248910920E-1,1.550820996E0
2.804514692E1,4.998229176E-2,-1.479249081E0,-7.982045782E-1,1.681608344E0
2.805519292E1,2.010682046E-2,-1.539042124E0,-6.992077088E-1,1.690546173E0
2.806523892E1,1.513819282E-1,-1.444171050E0,-5.213189634E-1,1.542828562E0
2.807528592E1,3.024353890E-1,-1.490899073E0,-7.297173107E-1,1.687226886E0
2.808533192E1,3.368440604E-1,-1.666437165E0,-5.845438099E-1,1.797823187E0
2.809537892E1,2.077800773E-1,-1.920468280E0,-5.765237689E-1,2.015874656E0
2.810542492E1,2.731102869E-2,-2.195068730E0,-6.217321014E-1,2.281583535E0
2.811547092E1,-2.327672763E-1,-2.397408119E0,-6.068270371E-1,2.483945520E0
2.812551792E1,-3.451456448E-1,-2.555716805E0,-5.978381856E-1,2.647305120E0
2.813556392E1,-3.106156437E-1,-2.746576940E0,-5.231601785E-1,2.813158997E0
2.814560992E1,-3.241551639E-1,-2.876673980E0,-4.761079265E-1,2.933770359E0
2.815565692E1,-4.356377390E-1,-2.913123769E0,-4.370782006E-1,2.977768910E0
2.816570292E1,-7.025776054E-1,-2.831893079E0,-4.705406463E-1,2.955442810E0
2.817574992E1,-9.833820972E-1,-2.552279812E0,-5.581956714E-1,2.791550643E0
2.818579592E1,-1.094052202E0,-2.124550139E0,-4.994440180E-1,2.441333210E0
2.819584192E1,-1.139747023E0,-1.618261371E0,-4.570002490E-1,2.031413884E0
2.820588892E1,-1.183778457E0,-1.055559835E0,-3.074221869E-1,1.615563803E0
2.821593492E1,-1.262448358E0,-4.105406123E-1,-2.791818894E-1,1.356562560E0
2.822598192E1,-1.485216749E0,1.502132159E-1,-3.253634910E-1,1.527839718E0
2.823602792E1,-1.678054121E0,7.046298319E-1,9.850804210E-3,1.820018096E0
2.824607392E1,-1.832878159E0,1.213160423E0,2.567535782E-1,2.212944409E0
2.825612092E1,-1.961515734E0,1.658127687E0,4.903018963E-1,2.614828359E0
2.826616692E1,-2.096042478E0,2.010738180E0,6.609691112E-1,2.978815580E0
2.827621392E1,-2.212404701E0,2.214710112E0,5.826912658E-1,3.184211763E0
2.828625992E1,-2.291139360E0,2.189734899E0,6.090499292E-1,3.227258947E0
2.829630592E1,-2.504434385E0,2.276441506E0,1.096621322E0,3.557661569E0
2.830635292E1,-2.945134058E0,3.086883137E0,1.264636971E0,4.449940313E0
2.831639892E1,-3.166099753E0,4.359034950E0,8.007978183E-1,5.446710061E0
2.832644492E1,-2.847590222E0,5.188099962E0,5.628428923E-1,5.944909033E0
2.833649192E1,-2.406462532E0,5.037035977E0,4.997847645E-1,5.604692513E0
2.834653792E1,-2.092591013E0,3.903345646E0,5.919140790E-1,4.468266628E0
2.835658492E1,-1.846265944E0,2.702906426E0,6.126002124E-1,3.330117130E0
2.836663092E1,-1.372621595E0,1.639763337E0,6.090015435E-1,2.223465027E0
2.837667692E1,-7.021424264E-1,7.621436298E-1,7.261534327E-1,1.265371766E0
2.838672392E1,-1.975034496E-1,4.618891060E-2,9.719499135E-1,9.928885448E-1
2.839676992E1,3.287322181E-1,-6.074455994E-1,1.181968890E0,1.368979724E0
2.840681692E1,7.667027038E-1,-1.247682384E0,1.591883996E0,2.163016187E0
2.841686292E1,9.519939512E-1,-1.636898786E0,2.268687367E0,2.955109556E0
2.842690892E1,9.167966366E-1,-1.520311153E0,2.521270857E0,3.083612948E0
2.843695592E1,8.216118595E-1,-8.128500992E-1,2.334449686E0,2.604885155E0
2.844700192E1,6.230295986E-1,1.398098499E-1,2.183610233E0,2.275053038E0
2.845704792E1,3.220985520E-1,6.151288408E-1,2.272316149E0,2.376036963E0
2.846709492E1,-7.426110059E-2,5.035616273E-1,2.277896586E0,2.334074095E0
2.847714092E1,-4.321487054E-1,1.340778244E-1,2.309464095E0,2.353370726E0
2.848718792E1,-6.130302751E-1,-1.742172056E-1,2.350415508E0,2.435284545E0
2.849723392E1,-6.438421780E-1,-1.952373612E-1,2.216933662E0,2.316774749E0
2.850727992E1,-6.256865734E-1,-7.878713787E-2,1.996116632E0,2.093363970E0
2.851732692E1,-6.936692262E-1,-7.059460402E-2,1.797552644E0,1.928044631E0
2.852737292E1,-8.508485225E-1,-2.209651101E-1,1.623531320E0,1.846245578E0
2.853741992E1,-9.802111521E-1,-5.922159415E-1,1.365442384E0,1.782124162E0
2.854746592E1,-8.728147575E-1,-1.005407097E0,1.171746349E0,1.773594806E0
2.855751192E1,-6.144116798E-1,-1.381729803E0,1.042866699E0,1.836913148E0
2.856755892E1,-2.123451447E-1,-1.676951044E0,9.880665940E-1,1.957940463E0
2.857760492E1,1.907651183E-1,-2.030990596E0,9.285091943E-1,2.241303963E0
2.858765192E1,4.741311291E-1,-2.377043436E0,7.697072956E-1,2.543144736E0
2.859769792E1,5.859559125E-1,-2.716684805E0,6.378575528E-1,2.851417703E0
2.860774392E1,4.815638173E-1,-2.882642818E0,5.332647519E-1,2.970842410E0
2.861779092E1,4.279337400E-1,-2.729893080E0,3.461282694E-1,2.784824643E0
2.862783692E1,6.455115581E-1,-2.466718674E0,1.433307508E-1,2.553806941E0
2.863788292E1,9.502242914E-1,-2.344760374E0,3.813042417E-2,2.530272978E0
2.864792992E1,1.066386539E0,-2.344218922E0,6.285362139E-2,2.576139201E0
2.865797592E1,9.126155850E-1,-2.373248008E0,1.313869357E-2,2.542704454E0
2.866802292E1,6.377976188E-1,-2.396382517E0,-1.029525107E-1,2.481941617E0
2.867806892E1,4.122687569E-1,-2.173365619E0,-2.298354824E-1,2.224029674E0
2.868811492E1,2.039511743E-1,-1.797909470E0,-2.515460479E-1,1.826841525E0
2.869816192E1,7.374917686E-2,-1.529784227E0,-2.864716132E-1,1.558122173E0
2.870820792E1,7.631551981E-2,-1.417659774E0,-3.177162100E-1,1.454828816E0
2.871825492E1,9.663722545E-2,-1.373019791E0,-2.559304364E-1,1.400008031E0
2.872830092E1,1.076238513E-1,-1.259624153E0,-1.706575669E-1,1.275680173E0
2.873834692E1,6.054192469E-2,-1.036057616E0,-1.680963403E-1,1.051350127E0
2.874839392E1,-1.055992529E-2,-7.498597991E-1,-1.110082197E-1,7.581055700E-1
2.875843992E1,5.337630808E-3,-4.401023805E-1,8.868325800E-3,4.402240825E-1
2.876848592E1,4.278685436E-2,-3.512247026E-2,9.708132148E-2,1.117545784E-1
2.877853292E1,8.571097210E-2,3.493986171E-1,1.223716986E-1,3.800007856E-1
2.878857892E1,1.762195846E-1,7.547153270E-1,1.524322343E-1,7.898633761E-1
2.879862592E1,3.437088378E-1,1.205242124E0,2.133192909E-1,1.271318002E0
2.880867192E1,3.693592572E-1,1.602015467E0,3.000416851E-1,1.671198621E0
2.881871792E1,2.238059798E-1,1.850703980E0,3.587263879E-1,1.898388517E0
2.882876558E1,2.624376565E-2,1.777358846E0,4.531258839E-1,1.834398067E0
2.883881158E1,-1.674876451E-2,1.388636534E0,4.012324297E-1,1.445537757E0
2.884885858E1,5.965080902E-2,1.038676000E0,4.176606207E-1,1.121091631E0
2.885890458E1,-1.792817715E-1,1.400692323E0,5.916725890E-1,1.531064137E0
2.886895058E1,-8.400316121E-1,2.713405101E0,3.333513723E-1,2.859955155E0
2.887899758E1,-1.208171286E0,3.801432770E0,3.491910410E-1,4.004060857E0
2.888904358E1,-1.299858844E0,4.219327426E0,5.577208775E-1,4.450102192E0
2.889908958E1,-1.108226291E0,4.233910382E0,7.350562571E-1,4.437845235E0
2.890913658E1,-8.693885815E-1,3.864202631E0,4.080140305E-1,3.981755131E0
2.891918258E1,-7.981288567E-1,3.513253917E0,-1.116677856E-1,3.604501692E0
2.892922958E1,-7.321456593E-1,3.126195138E0,-4.394414990E-1,3.240716300E0
2.893927558E1,-6.639551380E-1,2.883782440E0,-7.439893408E-1,3.051320653E0
2.894932158E1,-3.942827216E-1,2.643141450E0,-9.275806564E-1,2.828791520E0
2.895936858E1,1.997101888E-1,2.026175414E0,-7.847665071E-1,2.182001246E0
2.896941458E1,9.134675243E-1,9.512823451E-1,-5.902565396E-1,1.444909617E0
2.897946158E1,1.407215477E0,-1.344970697E-1,-1.424358344E-1,1.420785990E0
2.898950758E1,1.946060373E0,-8.497319967E-1,2.600018527E-1,2.139344854E0
2.899955358E1,2.166240202E0,-8.534970188E-1,4.399192165E-1,2.369511066E0
2.900960058E1,2.080088789E0,-7.685416532E-1,4.549373513E-1,2.263712357E0
2.901964658E1,1.825824370E0,-1.062923818E0,3.265406817E-1,2.137772320E0
2.902969258E1,1.314949338E0,-1.319991392E0,3.232054299E-1,1.891013164E0
2.903973958E1,8.316380802E-1,-1.386629770E0,2.327704923E-1,1.633568522E0
2.904978558E1,6.493221885E-1,-1.125303669E0,-1.445804469E-1,1.307222689E0
2.905983258E1,6.297807938E-1,-6.996368945E-1,-4.490240622E-1,1.042946902E0
2.906987858E1,7.171267936E-1,-4.086718422E-1,-5.623249751E-1,9.987456585E-1
2.907992458E1,8.869755444E-1,-2.802295643E-1,-5.888831017E-1,1.100925762E0
2.908997158E1,9.692879686E-1,-1.302122301E-1,-6.713964508E-1,1.186274667E0
2.910001758E1,9.435979342E-1,1.638992089E-1,-7.152589736E-1,1.195339036E0
2.911006458E1,8.814303374E-1,5.502475512E-1,-7.725902653E-1,1.294831080E0
2.912011058E1,8.397086996E-1,8.138131356E-1,-8.156292808E-1,1.425711627E0
2.913015658E1,7.734427893E-1,8.211356038E-1,-8.016579437E-1,1.383883263E0
2.914020358E1,7.730257367E-1,6.882938808E-1,-7.582763544E-1,1.283082338E0
2.915024958E1,7.424447988E-1,4.101079184E-1,-7.526395655E-1,1.133966093E0
2.916029658E1,7.603514582E-1,1.879470527E-2,-6.869115990E-1,1.024858588E0
2.917034258E1,9.070079590E-1,-4.144044524E-1,-8.388422153E-1,1.303092763E0
2.918038858E1,1.119046856E0,-8.240545338E-1,-9.276631752E-1,1.670895181E0
2.919043558E1,1.395134691E0,-1.174508573E0,-8.959244156E-1,2.031883794E0
2.920048158E1,1.568510190E0,-1.572172447E0,-8.246258068E-1,2.368957185E0
2.921052758E1,1.527686100E0,-2.008724399E0,-6.916338835E-1,2.616707083E0
2.922057458E1,1.363995052E0,-2.397488226E0,-7.087622054E-1,2.847942443E0
2.923062058E1,1.092203020E0,-2.730888861E0,-7.463795364E-1,3.034426440E0
2.924066758E1,7.085180841E-1,-3.029167026E0,-7.618050760E-1,3.202842131E0
2.925071358E1,1.974329907E-1,-3.217071978E0,-7.989547759E-1,3.320671714E0
2.926075958E1,-3.440636176E-1,-3.276911214E0,-8.616392666E-1,3.405722993E0
2.927080658E1,-6.804230900E-1,-3.126271151E0,-9.554473168E-1,3.339075691E0
2.928085258E1,-7.201384020E-1,-2.672520200E0,-1.030840146E0,2.953573250E0
2.929089958E1,-6.442927060E-1,-2.194671704E0,-8.589195804E-1,2.443243709E0
2.930094558E1,-5.486572547E-1,-1.889488562E0,-8.350695187E-1,2.137412667E0
2.931099158E1,-4.956545837E-1,-1.670094014E0,-8.930540905E-1,1.957660106E0
2.932103858E1,-4.959326188E-1,-1.366278536E0,-7.566630346E-1,1.638659558E0
2.933108458E1,-5.545743446E-1,-8.867887259E-1,-6.094593805E-1,1.210531984E0
2.934113058E1,-6.765148111E-1,-3.858150762E-1,-5.162353210E-1,9.343577844E-1
2.935117758E1,-9.624435103E-1,-5.560117364E-3,-3.791942739E-1,1.034464462E0
2.936122358E1,-1.317877331E0,3.134867728E-1,-2.221708059E-1,1.372747057E0
2.937127058E1,-1.643071691E0,7.630014163E-1,-2.358867659E-1,1.826882128E0
2.938131658E1,-1.785770943E0,1.346654111E0,-1.784507360E-1,2.243724542E0
2.939136258E1,-1.838711049E0,1.936911820E0,-1.632181545E-1,2.675654291E0
2.940140958E1,-1.856854374E0,2.409538752E0,-1.979555856E-1,3.048437564E0
2.941145558E1,-1.820648122E0,2.653517334E0,-2.511776733E-1,3.227848207E0
2.942150258E1,-1.740992088E0,2.638590562E0,-3.091902387E-1,3.176289062E0
2.943154858E1,-1.589745669E0,2.430955934E0,-2.880361819E-1,2.918870139E0
2.944159458E1,-1.694003571E0,2.447568458E0,1.716789293E-1,2.981562193E0
2.945164158E1,-2.458519124E0,3.263427535E0,3.887579799E-1,4.104315817E0
2.946168758E1,-2.883878919E0,4.398057513E0,3.786754797E-1,5.272860953E0
2.947173358E1,-2.783228458E0,5.165106956E0,2.124397235E-1,5.871100506E0
2.948178058E1,-2.409234697E0,5.055569311E0,9.457023472E-2,5.601083504E0
2.949182658E1,-1.826642103E0,3.525873377E0,2.038152266E-1,3.976172166E0
2.950187358E1,-1.430223978E0,1.816529928E0,5.510880885E-1,2.376766646E0
2.951191958E1,-1.100412364E0,8.763426751E-1,6.573928079E-1,1.552755344E0
2.952196558E1,-5.420567715E-1,2.779772168E-1,7.474020682E-1,9.642130098E-1
2.953201258E1,1.557625160E-1,-3.367054814E-1,8.615231994E-1,9.380057386E-1
2.954205858E1,7.783915803E-1,-1.022418401E0,1.136268952E0,1.715325034E0
2.955210558E1,1.276421449E0,-1.612324108E0,1.489287435E0,2.539058449E0
2.956215158E1,1.550589205E0,-1.798029338E0,1.830450395E0,2.997963481E0
2.957219758E1,1.601656155E0,-1.307943789E0,1.837251291E0,2.766136602E0
2.958224458E1,1.455030791E0,-5.146695828E-1,1.611630043E0,2.231445894E0
2.959229058E1,9.587945554E-1,-1.166168690E-2,1.432963107E0,1.724182780E0
2.960233758E1,1.937404740E-1,2.079035997E-2,1.505653937E0,1.518209929E0
2.961238358E1,-3.313435847E-1,-1.098148030E-1,1.530050860E0,1.569364042E0
2.962242958E1,-5.359797603E-1,-3.017952651E-1,1.588754566E0,1.703671259E0
2.963247658E1,-5.145450372E-1,-4.615727717E-1,1.589897551E0,1.733660936E0
2.964252258E1,-5.718489200E-1,-5.093018389E-1,1.531530790E0,1.712304328E0
2.965256958E1,-7.702364686E-1,-5.260962117E-1,1.367543288E0,1.655359806E0
2.966261558E1,-1.026185762E0,-5.290163112E-1,1.167796555E0,1.642152328E0
2.967266158E1,-1.076232958E0,-4.660932541E-1,1.007280545E0,1.546005950E0
2.968270858E1,-7.155123773E-1,-2.195027214E-1,8.776083049E-1,1.153401814E0
2.969275458E1,-1.788566789E-1,-2.686438912E-1,7.867397963E-1,8.503638979E-1
2.970280058E1,2.525003135E-1,-6.206515360E-1,7.158810443E-1,9.805357755E-1
2.971284758E1,3.658377716E-1,-1.091343040E0,6.325436032E-1,1.313384299E0
2.972289358E1,2.411660707E-1,-1.604012876E0,5.490311842E-1,1.712440837E0
2.973294058E1,1.351186287E-1,-1.943726165E0,4.319075078E-1,1.995713542E0
2.974298658E1,1.904128236E-1,-2.099166791E0,3.092742924E-1,2.130354161E0
2.975303258E1,4.073845777E-1,-1.982292060E0,3.201027511E-1,2.048880128E0
2.976307958E1,7.963714761E-1,-1.743330390E0,3.999073045E-1,1.957890249E0
2.977312558E1,1.102175300E0,-1.689726040E0,3.366984648E-1,2.045319129E0
2.978317258E1,1.070603844E0,-1.779670835E0,2.322756717E-1,2.089826036E0
2.979321858E1,7.952534884E-1,-1.949636530E0,1.100118542E-1,2.108462312E0
2.980326458E1,3.921189594E-1,-2.044965441E0,1.869471788E-2,2.082304115E0
2.981331158E1,1.165373468E-1,-1.954513693E0,-4.272443533E-2,1.958450946E0
2.982335704E1,3.486314625E-2,-1.706712202E0,-1.607137920E-1,1.714616838E0
2.983340404E1,1.538694799E-3,-1.469431606E0,-1.773425424E-1,1.480095264E0
2.984345004E1,3.021548688E-3,-1.310507793E0,-1.885114552E-1,1.324000141E0
2.985349604E1,6.963449121E-3,-1.301426482E0,-1.386608720E-1,1.308810993E0
2.986354304E1,-6.952310175E-2,-1.267814348E0,-8.954791501E-2,1.272872936E0
2.987358904E1,-1.360495055E-1,-1.131077210E0,-7.885131106E-2,1.141955626E0
2.988363604E1,-1.072364733E-1,-8.677724111E-1,-9.462476000E-2,8.794785181E-1
2.989368204E1,-1.135763168E-2,-6.010423136E-1,-1.722925946E-2,6.013964631E-1
2.990372804E1,-5.169201761E-2,-5.800946635E-1,-1.133848205E-2,5.825036004E-1
2.991377504E1,-2.645601958E-1,-6.984025472E-1,-1.258466989E-3,7.468331801E-1
2.992382104E1,-5.399175677E-1,-7.724458390E-1,5.708402753E-2,9.441621367E-1
2.993386804E1,-7.757518548E-1,-6.416097111E-1,1.398155509E-1,1.016367232E0
2.994391404E1,-8.486797902E-1,-3.028097570E-1,1.297503000E-1,9.103769964E-1
2.995396004E1,-8.605072457E-1,2.510911345E-1,-4.415407956E-2,8.974792813E-1
2.996400704E1,-7.981195012E-1,7.738941944E-1,-2.269053695E-1,1.134633425E0
2.997405304E1,-7.486707678E-1,1.131154393E0,-2.454457940E-1,1.378499843E0
2.998410004E1,-7.318676242E-1,1.290793321E0,-2.519547683E-1,1.505077679E0
2.999414604E1,-6.894013435E-1,1.287048764E0,-2.228718871E-1,1.476970078E0
3.000419204E1,-5.154458007E-1,1.201760691E0,2.858813368E-2,1.307948934E0
3.001423904E1,-4.536433625E-1,1.215526791E0,2.883044960E-1,1.329066275E0
3.002428504E1,-1.075871600E0,1.901589959E0,2.862101696E-1,2.203510911E0
3.003433204E1,-1.576577740E0,3.044403116E0,1.968341627E-1,3.434054657E0
3.004437804E1,-1.512361132E0,3.804439409E0,2.946873166E-1,4.104611556E0
3.005442404E1,-1.195208886E0,3.786001384E0,4.368653619E-1,3.994143476E0
3.006447104E1,-9.177998726E-1,3.201523647E0,2.961217117E-1,3.343620543E0
3.007451704E1,-6.998628893E-1,2.801719108E0,-4.919087112E-2,2.888227443E0
3.008456404E1,-6.285479084E-1,2.809369605E0,-4.176878102E-1,2.908967713E0
3.009461004E1,-5.306976780E-1,2.988482099E0,-8.265735143E-1,3.145773205E0
3.010465604E1,-5.930918545E-2,3.095623555E0,-9.534492501E-1,3.239671009E0
3.011470304E1,7.128678279E-1,2.959043123E0,-8.829927865E-1,3.169194377E0
3.012474904E1,1.763502553E0,2.616008030E0,-1.134749919E0,3.352774470E0
3.013479604E1,2.640103529E0,2.092651239E0,-1.197982294E0,3.575541557E0
3.014484204E1,3.155611310E0,1.382726753E0,-1.128430906E0,3.625351338E0
3.015488804E1,3.335345364E0,7.667231691E-1,-1.074393132E0,3.587020172E0
3.016493504E1,3.261578353E0,4.190424639E-1,-7.014484350E-1,3.362368190E0
3.017498104E1,3.120287988E0,6.529527247E-2,-6.145931628E-1,3.180909517E0
3.018502804E1,2.711381672E0,-5.649649930E-1,-6.833097873E-1,2.852663366E0
3.019507404E1,2.170910958E0,-1.227376758E0,-5.613268554E-1,2.556246454E0
3.020512004E1,1.910028076E0,-1.643463455E0,-5.234930313E-1,2.573562576E0
3.021516704E1,1.946959967E0,-1.794566617E0,-4.249721253E-1,2.681738944E0
3.022521304E1,2.036128252E0,-1.749593927E0,-3.483583975E-1,2.707074203E0
3.023526004E1,1.950094367E0,-1.650546187E0,-2.602806187E-1,2.568057000E0
3.024530604E1,1.859402591E0,-1.409464901E0,-2.599449885E-1,2.347667076E0
3.025535204E1,1.776627944E0,-1.140334522E0,-4.429622537E-1,2.157077938E0
3.026539904E1,1.729274561E0,-7.793356133E-1,-7.343740332E-1,2.033976333E0
3.027544504E1,1.594614646E0,-3.343882298E-1,-1.099966002E0,1.965842456E0
3.028549204E1,1.403935920E0,6.579930246E-2,-1.275428007E0,1.897915229E0
3.029553804E1,1.197015822E0,3.212214696E-1,-1.121456274E0,1.671434799E0
3.030558404E1,9.251621018E-1,2.688298327E-1,-9.357128908E-1,1.343038722E0
3.031563104E1,6.579401073E-1,-5.341431499E-2,-8.293504301E-1,1.059981325E0
3.032567704E1,4.468626389E-1,-4.595595753E-1,-6.919403507E-1,9.432193118E-1
3.033572404E1,3.637092389E-1,-8.539349753E-1,-6.641963357E-1,1.141335238E0
3.034577004E1,3.763513577E-1,-1.157742852E0,-6.704627967E-1,1.389794667E0
3.035581604E1,5.122697394E-1,-1.363880008E0,-6.554575257E-1,1.597564875E0
3.036586304E1,5.633643177E-1,-1.510062153E0,-6.443302743E-1,1.735750144E0
3.037590904E1,5.357882640E-1,-1.750076907E0,-6.672782569E-1,1.948101260E0
3.038595604E1,3.682317679E-1,-1.964454544E0,-6.496734600E-1,2.101606979E0
3.039600204E1,1.852624498E-1,-2.091550793E0,-6.791406494E-1,2.206839123E0
3.040604804E1,2.181011438E-3,-2.199079919E0,-6.581014173E-1,2.295442163E0
3.041609504E1,-2.772809596E-1,-2.467191714E0,-6.729174578E-1,2.572302002E0
3.042614104E1,-5.295367134E-1,-2.742430095E0,-6.351830363E-1,2.864400364E0
3.043618804E1,-7.326233768E-1,-2.881576286E0,-5.720062101E-1,3.027773110E0
3.044623404E1,-8.557136983E-1,-2.758956665E0,-5.270974012E-1,2.936310523E0
3.045628004E1,-8.488993531E-1,-2.252355071E0,-4.879571629E-1,2.455979574E0
3.046632704E1,-8.688845515E-1,-1.744639581E0,-4.682612555E-1,2.004494010E0
3.047637304E1,-1.041040614E0,-1.445014803E0,-4.174530445E-1,1.829234918E0
3.048642004E1,-1.261397906E0,-1.127519764E0,-3.359125990E-1,1.724895002E0
3.049646604E1,-1.452485206E0,-7.316860682E-1,-3.000861239E-1,1.653822680E0
3.050651304E1,-1.574266920E0,-2.793080431E-1,-1.672077097E-1,1.607572001E0
3.051655904E1,-1.737846871E0,2.608741111E-1,-4.685446993E-2,1.757942658E0
3.052660504E1,-1.883924351E0,9.186180443E-1,1.288293636E-1,2.099911207E0
3.053665204E1,-1.811406598E0,1.535190563E0,3.018057901E-1,2.393551892E0
3.054669804E1,-1.675509120E0,1.898281020E0,2.747314274E-1,2.546817426E0
3.055674504E1,-1.517506828E0,1.999432588E0,2.905689034E-1,2.526853367E0
3.056679104E1,-1.325804109E0,1.930312067E0,3.174342281E-1,2.363181267E0
3.057683704E1,-1.091278721E0,1.796990873E0,3.497032571E-1,2.131280791E0
3.058688404E1,-8.827982935E-1,1.735153643E0,4.843504541E-1,2.006162096E0
3.059693004E1,-1.029254966E0,1.738479540E0,9.239172296E-1,2.221553497E0
3.060697704E1,-1.919644992E0,2.419143974E0,9.051887441E-1,3.218176677E0
3.061702304E1,-2.456140184E0,3.580989817E0,4.735124937E-1,4.368103336E0
3.062706904E1,-2.438292728E0,4.140188286E0,4.200236267E-1,4.823157712E0
3.063711604E1,-2.231620552E0,3.868569331E0,5.303573701E-1,4.497470166E0
3.064716204E1,-2.115476430E0,2.915365006E0,5.039286862E-1,3.637105685E0
3.065720904E1,-1.972405588E0,2.043540475E0,4.743464528E-1,2.879487113E0
3.066725504E1,-1.477397853E0,1.681353997E0,5.324780090E-1,2.300693049E0
3.067730104E1,-7.231795388E-1,1.294936658E0,5.949470298E-1,1.598064943E0
3.068734804E1,-1.242787680E-1,7.515174848E-1,9.152173036E-1,1.190733579E0
3.069739404E1,2.268424389E-1,9.201178551E-2,1.363837177E0,1.385631808E0
3.070744104E1,4.782221335E-1,-5.523531336E-1,1.530547289E0,1.695985081E0
3.071748704E1,6.120473582E-1,-9.579066557E-1,1.692325420E0,2.038664381E0
3.072753304E1,5.217537770E-1,-9.213633120E-1,1.816722156E0,2.102764073E0
3.073758004E1,2.950654122E-1,-4.258035994E-1,1.693943052E0,1.771387978E0
3.074762604E1,5.790614605E-2,1.445706528E-1,1.377458120E0,1.386233987E0
3.075767304E1,-1.628113344E-1,4.713224190E-1,1.356910712E0,1.445634474E0
3.076771904E1,-3.881738430E-1,3.652860868E-1,1.636195366E0,1.720827746E0
3.077776504E1,-5.390021861E-1,3.465235412E-2,1.748017810E0,1.829560168E0
3.078781204E1,-6.601921624E-1,-1.389105481E-1,1.755357235E0,1.880539512E0
3.079785804E1,-6.735828710E-1,-1.503260672E-1,1.804387016E0,1.931870677E0
3.080790504E1,-5.771921057E-1,-2.246640587E-1,1.762631464E0,1.868286473E0
3.081795104E1,-3.998554105E-1,-3.588325149E-1,1.647278617E0,1.732677686E0
3.082799842E1,-2.676025021E-1,-4.656933045E-1,1.552015633E0,1.642325753E0
3.083804442E1,-2.254396918E-1,-5.404598969E-1,1.418522677E0,1.534642153E0
3.084809042E1,-1.721031448E-1,-6.452975500E-1,1.226985287E0,1.396968617E0
3.085813742E1,-7.572553575E-2,-9.010483307E-1,9.695483159E-1,1.325762568E0
3.086818342E1,1.462663454E-1,-1.266472996E0,8.182258831E-1,1.514873358E0
3.087823042E1,4.389425853E-1,-1.692941424E0,7.966585743E-1,1.921818447E0
3.088827642E1,7.915492773E-1,-2.075920016E0,7.566419846E-1,2.347019656E0
3.089832242E1,1.062270977E0,-2.293917080E0,6.227446930E-1,2.603514192E0
